critere,critere_type,condition,nct_id,nb_etudes
"Patients with morphological contraindications to the use of the Atalante X exoskeleton (as per user's manual) with exceptions as follows: knee flessum of 20° authorized if sensibility is present; equinus of the ankle of 20° allowed regardless of presence or absence of sensibility, hip flessum of 20° allowed regardless of presence or absence of sensibility.",exclusion,stroke,['NCT06538974'],1
"patients with non-severe SAHa (WFNS I, II and III)",exclusion,stroke,['NCT04282629'],1
"Patients with psychiatric follow-up, poor understanding of French or cognitive problems,",exclusion,hypertension,['NCT04356326'],1
"Patients with renal failure (creatinine \> 1.5 mg/dl and/or creatinine clearance \< 60 mL/min, except if patient is already on hemodialysis)",exclusion,hypertension,['NCT06945848'],1
"Patients with risk of aggravation of certain diseases under oestrogen treatment (MtF patients with uncontrolled diabetes with HBA1C \> 8%, patients with cholelithiasis, biliary lithiasis, systemic lupus erythematosus, severe asthma, severe arterial hypertension, severe migraines, otosclerosis, epilepsy not controlled by treatment).",exclusion,depression,['NCT06351501'],1
"patients with severe SAHa (WFNS IV and V,) whose neurological examination is impossible because of coma (Glasgow coma score of 8 or less) or need for sedation at D3",inclusion,stroke,['NCT04282629'],1
Patients with uncontrolled asthma based on an ACQ score ≥1.5 despite inhaled corticosteroids ± long acting bronchodilators (LABA),inclusion,obesity,['NCT05364957'],1
"Patients with unstable psychiatric disorders,",exclusion,obesity,['NCT06538220'],1
Performance status ≤ 2 (according to WHO criteria),inclusion,breast cancer,['NCT05981326'],1
permanent contraindications to MRI,exclusion,stroke,['NCT04282629'],1
Person affiliated to or beneficiary of a social security system.,inclusion,stroke,['NCT06312631'],1
"Person in a period of exclusion from another study,",inclusion,healthy,['NCT05370222'],1
Person subject to a measure of legal protection,exclusion,stroke,['NCT05315726'],1
"Person under guardianship, curatorship, or safeguard of justice; or not subject to a social security plan,",inclusion,healthy,['NCT05370222'],1
Person under legal protection,exclusion,stroke,['NCT07065929'],1
Persons deprived of liberty,exclusion,depression,['NCT05480826'],1
Persons having had any surgery prior to the study which puts them at risk for metal objects left in the body,exclusion,healthy,['NCT04457622'],1
Persons unable to adhere to abstinence from the use of drugs or alcohol the day or evening before experimental sessions,exclusion,healthy,['NCT04457622'],1
"Platelet count lower than 100,000 cells/microliter (dosage less than 6 months old),",exclusion,hypertension,['NCT04356326'],1
Platelets \<125 000; TP \<80%; bilirubin \<20 mmol / l; albumin \<35 g / L.,exclusion,obesity,['NCT03472157'],1
Player under legal protection (guardianship/trusteeship) or deprived of liberty,exclusion,healthy,['NCT06754774'],1
Poor understanding of the French language,exclusion,stroke,['NCT07065929'],1
Poor understanding of the French language,exclusion,hypertension,['NCT05521776'],1
Positive COVID-19 PCR test at screening visit.,exclusion,healthy,['NCT06821126'],1
"Positive serology for hepatitis B (HBsAg), C (anti-HCV antibodies) and HIV 1-2.",exclusion,healthy,['NCT06821126'],1
Positive serum pregnancy test (only if premenopausal).,exclusion,breast cancer,['NCT05696626'],1
Practice physical activity regularly (150 minutes/week of moderate physical activity according to the WHO),exclusion,healthy,['NCT06746220'],1
Pre- or postmenopausal women or men.,inclusion,breast cancer,['NCT05696626'],1
Pre-admission modified Rankin score of 4 or 5,exclusion,stroke,['NCT04621357'],1
Pregnancies complicated by major fetal abnormality identified at the first-trimester ultrasound if performed before randomization,exclusion,hypertension,['NCT05521776'],1
Pregnancy,exclusion,healthy,['NCT04423874'],1
Pregnancy,exclusion,breast cancer,['NCT06900374'],1
Pregnancy,exclusion,obesity,['NCT01501201'],1
Pregnancy between 11 and 14 WG,inclusion,hypertension,['NCT05521776'],1
Pregnancy in progress,exclusion,depression,['NCT06351501'],1
Pregnancy or breastfeeding in progress,exclusion,obesity,['NCT04934826'],1
Pregnancy or breastfeeding or Women of childbearing age without effective contraception (a pregnancy test will be done),exclusion,stroke,['NCT04621357'],1
Pregnancy positive test (βHCG test) or pregnancy or breastfeeding.,exclusion,healthy,['NCT06821126'],1
"Pregnancy test will be repeated on day 1, before the first dose of WOO treatment.",inclusion,breast cancer,['NCT05896566'],1
"pregnancy, breastfeeding",exclusion,stroke,['NCT04282629'],1
"Pregnancy, parturiency or breastfeeding",exclusion,obesity,['NCT05783466'],1
Pregnancy: if a woman is of childbearing potential a urine or serum beta HCG test is positive,exclusion,hypertension,['NCT06945848'],1
Pregnant and/or breastfeeding women,exclusion,stroke,['NCT06312631'],1
Pregnant or breast-feeding women,exclusion,breast cancer,['NCT06900374'],1
Pregnant or breast-feeding women;,exclusion,breast cancer,['NCT06418126'],1
Pregnant or breastfeeding female participants.,exclusion,healthy,['NCT07090889'],1
Pregnant or breastfeeding patient.,exclusion,healthy,['NCT07090889'],1
Pregnant or breastfeeding woman,exclusion,hypertension,['NCT05732727'],1
Pregnant or breastfeeding women,exclusion,healthy,['NCT06746220'],1
Pregnant or breastfeeding women,exclusion,hypertension,['NCT06687265'],1
"Pregnant or breastfeeding women,",inclusion,healthy,['NCT05370222'],1
Pregnant or breastfeeding women.,exclusion,obesity,['NCT03472157'],1
Pregnant or lactating women,exclusion,stroke,['NCT04759326'],1
Pregnant or lactating women according to article L1121-5 of the CSP,exclusion,depression,['NCT03810482'],1
Pregnant or lactating women according to article L1121-5 of the CSP,exclusion,hypertension,['NCT03810482'],1
Pregnant or nursing patient,exclusion,breast cancer,['NCT05981326'],1
"Pregnant or women of childbearing age who were not using contraception (oral diagnosis),",exclusion,stroke,['NCT05378126'],1
Pregnant patient between 10 and 19 weeks of gestation + 6 days,inclusion,hypertension,['NCT04356326'],1
Pregnant woman,exclusion,depression,['NCT05894980'],1
Pregnant woman,exclusion,stroke,['NCT06538974'],1
"Pregnant, breast-feeding or parturient woman",exclusion,stroke,['NCT07065929'],1
"Pregnant, lactating and parturient women",exclusion,healthy,['NCT05036629'],1
"Pregnant, parturient or breast-feeding woman,",exclusion,obesity,['NCT06538220'],1
"Premenopausal women age ≥18 years, premenopausal status defined as:",inclusion,breast cancer,['NCT05896566'],1
Presence of a Proton-Pump Inhibitors treatment,exclusion,obesity,['NCT04994665'],1
"Presence of at least one measurable lesion according to Response evaluation criteria in solid tumors (RECIST) 1.1, as determined by the local site investigator/radiology assessment.",inclusion,breast cancer,['NCT06324357'],1
"Presence of comorbidities or medical conditions that may interfere with study data,",inclusion,healthy,['NCT05370222'],1
Presence of moderate or severe edema localized to the wrist and hand;,exclusion,stroke,['NCT06312631'],1
"Presence of other neurological, muscular or osteoarticular conditions altering upper limb function,",exclusion,stroke,['NCT05315726'],1
Presence of other psychiatric pahtologies,exclusion,depression,['NCT05894980'],1
"Presence of pathologies interfering in a major way with vascular parameters: known multicomplicated diabetes treated before pregnancy, hypercholesterolemia known (or LDL\>130 mg/dl), connectivitis, proven cardiovascular disease (ischemic heart disease, stroke, arteriopathy of the lower limbs, heart failure), pre-existing known renal failure (MDRD \<60 ml/min) and/or pre-existing proteinuria ≥ 300 mg/24h).",exclusion,hypertension,['NCT04520048'],1
Present or past eating disorders.,inclusion,healthy,['NCT05370222'],1
Presenting a depressive episode of moderate intensity according to the Diagnostic and Statistical Manual (DSM)-V,inclusion,depression,['NCT06014125'],1
"Presenting disabling vaginal dryness symptoms despite well-administered local moisturizing treatment, attested by a vaginal dryness score ≥3",inclusion,breast cancer,['NCT06900374'],1
"Presenting the criteria for gender dysphoria according to the DSM5 assessed by at least two child psychiatric interviews at least six months apart where the diagnosis of gender dysphoria was clinically established and that of associated autism spectrum disorder refuted and/or associated cognitive impairment, confirmed by specific scales (Gender Identity / Gender Dysphoria Questionnaire for Adults and Adolescents (GIDYQ-AA) and Utrecht Gender Dysphoria Scale (UGDS))",inclusion,depression,['NCT06351501'],1
"Pressure Ulcer of Grade I or higher according to the NPUAP International Pressure Ulcer Classification System- EPUAP, in areas of contact with the Atalante X system",exclusion,stroke,['NCT06538974'],1
Previous gastric bypass surgery AAP-DGOS PHRC-N 22_0175 CHU DE MONTPELLIER Pr Costalat Vincent/Pr Ducros Anne Version n°2.2 date 25/03/2025 Page 28 sur 63,exclusion,hypertension,['NCT06945848'],1
Previous history of bariatric surgery (except gastric ring removed for more than 3 years).,exclusion,obesity,['NCT03472157'],1
Previous inclusion in the trial,exclusion,stroke,['NCT07065929'],1
Previous nasal surgery or nasal cauterization.,exclusion,healthy,['NCT06821126'],1
Previous systemic or local treatment for the primary breast cancer currently under investigation.,exclusion,breast cancer,['NCT05896566'],1
"Primary surgery (no other treatment prior to surgery) A. Four or more involved axillary lymph nodes or positive supraclavicular lymph node at diagnosis, or",inclusion,breast cancer,['NCT04985266'],1
Primary tumor removed by conservative surgery with negative margins;,inclusion,breast cancer,['NCT06418126'],1
"Prior progression of disease on abemaciclib, fulvestrant, or other selective estrogen receptor degrader (SERD) therapy.",exclusion,breast cancer,['NCT05696626'],1
Prothrombin ratio \< 50 %,exclusion,hypertension,['NCT06687265'],1
Provide written informed consent and agree to comply to the study protocol prior to enrolment.,inclusion,obesity,['NCT03472157'],1
"Provision of a fresh tumor sample of the lesion that will be injected first and, whenever possible, from another lesion that is planned to be injected, at baseline and be willing to supply new tumor samples from a biopsy during treatment.",inclusion,breast cancer,['NCT04725331'],1
Psychiatric contraindication,exclusion,obesity,['NCT04994665'],1
Psychiatric disorders,exclusion,obesity,['NCT01501201'],1
Pure intraventricular haemorrhages,exclusion,stroke,['NCT04621357'],1
"Radiotherapy within 30 days prior to Visit 0 (Day 1) except in case of localized radiotherapy for analgesic purposes or for lytic lesions at risk of fracture, which can then be completed within 7 days prior to Visit 0 (Day 1). Subjects must have recovered from radiotherapy toxicities prior to Visit 0 (Day 1).",exclusion,breast cancer,['NCT05696626'],1
Randomization must be conducted within 16 weeks from surgical resection,inclusion,breast cancer,['NCT06393374'],1
"Read, understood, and signed an ICF before any investigational procedure(s) are performed.",inclusion,healthy,['NCT07090889'],1
Received a live or live-attenuated vaccine within 30 days before the first dose of study intervention. Administration of killed vaccines are allowed,exclusion,breast cancer,['NCT06393374'],1
Received an immunosuppressive therapy for underlying disease or a treatment with immunosuppressive or cytotoxic drugs or a cancer chemotherapy or radiation therapy within the previous 36 months.,exclusion,healthy,['NCT06821126'],1
"Received anticancer therapy in the adjuvant phase including but not limited to chemotherapy, small molecule anticancer drugs, poly (adenosine diphosphate ribose) polymerase (PARP) inhibitors, ADCs, and/or immunotherapy, with the exception of adjuvant radiation therapy",exclusion,breast cancer,['NCT06393374'],1
Received any GnRH/LHRH analog within 12 months prior to randomization,exclusion,breast cancer,['NCT05896566'],1
"Received at least 3 doses of a COVID-19 mRNA vaccine, last booster dose received at least 6 months prior to trial vaccine administration OR 2 doses of a COVID-19 mRNA vaccine and confirmed SARS-CoV-2 infection at least 6 months prior to inclusion in the trial.",inclusion,healthy,['NCT06821126'],1
"Received drugs such as corticosteroids at a dosage \> 10 mg prednisone equivalent/day or inhalers corticosteroids, within 3 months prior to inclusion (excluding corticosteroid topical preparations for cutaneous application).",exclusion,healthy,['NCT06821126'],1
Received immunoglobulin or other blood products within three months prior to inclusion or planned administration before the trial completion.,exclusion,healthy,['NCT06821126'],1
"Received influenza vaccination within 14 days prior to trial vaccination, or any other licensed vaccine within 4 weeks prior to study vaccination.",exclusion,healthy,['NCT06821126'],1
Received prior radiotherapy within 3 weeks of start of study intervention or required corticosteroids for radiation related toxicities that cannot be discontinued before the first dose of study intervention,exclusion,breast cancer,['NCT06393374'],1
Received prior treatment with a trophoblast cell-surface antigen 2 (TROP2)-directed antibody drug conjugate (ADC) or a topoisomerase I inhibitor-containing ADC,exclusion,breast cancer,['NCT06393374'],1
"Recent history of venous (pulmonary embolism, phlebitis) or arterial (myocardial infarction, unstable angina, stroke, transient ischemic attack), thrombotic event ≤ 3 months.",exclusion,hypertension,['NCT04520048'],1
Recent serious injury,exclusion,healthy,['NCT04423874'],1
"Recovered from any previous therapy-related toxicity to ≤ Common Terminology Criteria for Adverse Events (CTCAE) Grade 1 at start of treatment (except for alopecia, stable sensory neuropathy, and hypothyroidism (patients on thyroid replacement therapy) which must be ≤ CTCAE Grade 2).",inclusion,breast cancer,['NCT06324357'],1
Referral from other hospitals,exclusion,stroke,['NCT04621357'],1
"Refractive error greater ±8 sphere or more than ±3 in cylinder in either eye if there are abnormalities in funduscopy (optic disc tilt, staphyloma), previous glaucoma, other disorders causing visual loss",exclusion,hypertension,['NCT06945848'],1
Refusal of parents (or legal representative) to sign the consent form;,exclusion,obesity,['NCT05032326'],1
"Refusal of the minor to take part, even if the legal representatives want the player to take part in the study Refusal to perform the test",exclusion,healthy,['NCT06754774'],1
Refusal to participate in the study on the part of the adolescent or one of the holders of parental authority (both holders and the adolescent must sign a written consent after receiving appropriate information).,exclusion,depression,['NCT06351501'],1
"Refusal to sign the consent form,",inclusion,healthy,['NCT05370222'],1
Regional lymph node pN0 to pN3;,inclusion,breast cancer,['NCT06418126'],1
Registration with the French healthcare system,inclusion,healthy,['NCT04457622'],1
"Regular consumption of tobacco or alcohol,",inclusion,healthy,['NCT05370222'],1
Regular intake of dietary supplements or vitamin supplements in the last three months,exclusion,obesity,['NCT03008525'],1
Regular use of medications that impact the central nervous system,exclusion,healthy,['NCT04457622'],1
"Regular use of medications, such as opioids and antidepressants, including SSRIs and tricyclic antidepressants",exclusion,healthy,['NCT04457622'],1
Relative of patient included in the Fondattion FondaMental cohort,inclusion,depression,['NCT05480826'],1
"Requiring inpatient or outpatient hospitalization in a rehabilitation center,",inclusion,stroke,['NCT05315726'],1
Resting heart rate ≥40 bpm.,inclusion,breast cancer,['NCT05896566'],1
retinal operation,exclusion,healthy,['NCT05036629'],1
Right handed,inclusion,healthy,['NCT04457622'],1
Right-handed.,inclusion,healthy,['NCT06864065'],1
"Schizophrenia, schizoaffective disorder or persistent delusional disorder (DSM-5)",exclusion,depression,['NCT05952674'],1
Screening supine BP ≥145 mm Hg (systolic) or ≥90 mm Hg (diastolic),exclusion,healthy,['NCT07090889'],1
Secondary,exclusion,depression,['NCT05952674'],1
septic shock,exclusion,stroke,['NCT04282629'],1
"Serious infection requiring oral or IV antibiotics, or other clinically significant infection within 14 days prior to screening.",exclusion,breast cancer,['NCT05896566'],1
"Serum sodium \< 135 mmol/L at the Screening Visit, determined as per central laboratory.",exclusion,hypertension,['NCT06268873'],1
Serum total bilirubin \> 50 µmol/L,exclusion,hypertension,['NCT06687265'],1
"Severe acute or chronic medical or laboratory abnormality that may increase the risk associated with study participation or seralutinib administration, unless associated with an ongoing AE and discussed with the Sponsor's medical monitor (MM) (or designee).",exclusion,hypertension,['NCT06274801'],1
Severe and unstable eating disorders,exclusion,obesity,['NCT04934826'],1
"Severe aphasia limiting ability to express needs or to fulfil questionnaires, at the discretion of the physician.",exclusion,stroke,['NCT06538974'],1
"Severe autism Spectrum Disorder (clinical screening, confirmed in cases of doubt by the Social Responsiveness Scale (SRS) Raw-score \> 76, carried out as part of usual care in cases of clinical evidence,",exclusion,depression,['NCT06351501'],1
"Severe cardiac impairment,",exclusion,hypertension,['NCT04356326'],1
"Severe cardiac, hepatic or renal failure or ischemic heart disease, due to the risk of severe complications characterized by edema, with or without congestive heart failure.",exclusion,depression,['NCT06351501'],1
Severe chronic cardiac insufficiency (grade III and IV of NYHA classification).,exclusion,obesity,['NCT03472157'],1
"Severe chronic kidney disease defined as estimated glomerular filtration rate \< 30 mL/min/1,73m2 using the MDRD-6 formula",exclusion,hypertension,['NCT06687265'],1
Severe chronic respiratory disease.,exclusion,obesity,['NCT03472157'],1
"Severe cognitive or psychiatric disorders, chronic alcoholism, drug addiction 8.2 Severe and unstabilised eating disorders: bulimia or history of anorexia 8.3 History of gastric surgery including the ring insertion 8.4 Haemostasis disorders 8.5 Anticoagulant or non-steroidal anti-inflammatory medicines 8.6 Severe liver disease 8.7 Pregnancy or desire to become pregnant or breastfeeding 8.8 Anticipated failure to comply with prolonged medical follow-up 8.9 Large hiatal hernias \> 5 cm, inflammatory (Crohn's) or stenosing small bowel disease, pyloric stenosis and structural abnormalities of the digestive tract 8.10 Systemic lupus erythematous 8.11 Severe oesophagitis and active gastroduodenal ulcer 8.12 Silicone allergy",exclusion,obesity,['NCT05364957'],1
Severe hearing loss,exclusion,healthy,['NCT04457622'],1
Severe heart failure (NYHA III_IV),exclusion,hypertension,['NCT05732727'],1
"Severe hepatic insufficiency,",exclusion,hypertension,['NCT04356326'],1
Severe psychiatric disorder or other illness that may disrupt the study follow-up or to invalidate the proper understanding of the protocol information and the informed consent,exclusion,obesity,['NCT04934826'],1
"Severe renal impairment,",exclusion,hypertension,['NCT04356326'],1
Severe untreated chronic depression,exclusion,depression,['NCT06351501'],1
Severity score measures using the Boston Diagnostic Aphasia Examination battery scale corresponding to the mild or moderate level (score greater than or equal to 2),inclusion,stroke,['NCT06930131'],1
Sexually active premenopausal women and men unwilling to use double-barrier contraception.,exclusion,breast cancer,['NCT05696626'],1
Shoulder and cervical spine surgery less than 6 months old.,exclusion,healthy,['NCT06754774'],1
Signed and dated written Informed consent form (ICF) in accordance with International Council for Harmonisation-Good Clinical Practice (ICH-GCP) and local legislation prior to admission to the trial.,inclusion,breast cancer,['NCT06324357'],1
Signed informed consent,inclusion,stroke,['NCT05378126'],1
Signed informed consent,inclusion,breast cancer,['NCT03017573'],1
Signed informed consent,inclusion,hypertension,['NCT05521776'],1
Signed Informed Consent form,inclusion,depression,['NCT05894980'],1
Signed the written informed consent,inclusion,hypertension,['NCT04356326'],1
"Significant cognitive impairments: inability to understand simple instructions or give consent of any kind (not included if: LAST scores \< 5/7 in comprehension, and if YES/NO answers are unreliable),",exclusion,stroke,['NCT05315726'],1
"Significant pain on mobilization of the wrist or elbow (VAS \> 5/10),",exclusion,stroke,['NCT05315726'],1
Signing of free and informed consent,inclusion,stroke,['NCT05224973'],1
Simultaneous enrollment in another clinical trial.,exclusion,obesity,['NCT03472157'],1
Simultaneous participation in any other research protocol,exclusion,depression,['NCT03810482'],1
Simultaneous participation in any other research protocol,exclusion,hypertension,['NCT03810482'],1
Singleton pregnancy,inclusion,hypertension,['NCT04356326'],1
Smokers \>10 cigarettes per day,exclusion,healthy,['NCT06746220'],1
Smoking \> 10 packs/year (PA),exclusion,obesity,['NCT05364957'],1
Smoking ≥ 5 cigarettes/day during the past 6 months.,exclusion,obesity,['NCT05783466'],1
Solid organ transplantation,exclusion,hypertension,['NCT05732727'],1
Stable and maximum tolerated dose of an ACE inhibitor or an ARB (not both) for at least 4 weeks prior to Screening Visit,inclusion,hypertension,['NCT06268873'],1
Stable body weight (weight change +/- 5 % for 3 months prior to screening),inclusion,obesity,['NCT05783466'],1
Stable medical condition over the previous 1 month.,inclusion,healthy,['NCT07090889'],1
Stage IV (metastatic) breast cancer.,exclusion,breast cancer,['NCT05896566'],1
Start of disorder (defined by the occurrence of the first thymus episode: characterized depressive disorder or maniac episode with or without mixed characteristics) for 5 years or more,inclusion,depression,['NCT05952674'],1
stroke \< 20 days,inclusion,stroke,['NCT05224973'],1
Stroke less than 2 days old,inclusion,stroke,['NCT07065929'],1
"Stroke, transient ischaemic cerebral attack, valve implantation or valve replacement, carotid surgery, or carotid angioplasty, acute coronary syndrome, or hospitalisation for worsening heart failure within previous 3 months prior to randomisation.",exclusion,hypertension,['NCT06268873'],1
Subject affiliated to or beneficiary from a French social security regime,inclusion,depression,['NCT05894980'],1
Subject affiliated to the social security system,inclusion,depression,['NCT05480826'],1
"Subject being in the exclusion period of another study or provided for by the ""National Volunteer File""",exclusion,depression,['NCT05894980'],1
Subject beneficiary from a legal protection regime,exclusion,depression,['NCT05894980'],1
Subject is ≥ 18 years old at inclusion.,inclusion,hypertension,['NCT06945848'],1
Subject not covered by social security,exclusion,depression,['NCT05894980'],1
"Subject protected according to the French Public Health Code (e.g. patients under law protection, prisoners, pregnant, parturient or lactating women, and patients under guardianship/curatorship)",exclusion,hypertension,['NCT06945848'],1
Subject under measure of protection or guardianship of justice,exclusion,depression,['NCT05894980'],1
Subject undergoing bariatric surgery (OB group) or abdominal surgery (group NO),inclusion,obesity,['NCT03008525'],1
Subject unlikely to cooperate or low cooperation stated by investigator,exclusion,depression,['NCT05894980'],1
Subject who are in a dependency or employment with the sponsor or the investigator,exclusion,hypertension,['NCT06945848'],1
Subject with a BMI greater than 35 kg / m2 (group OB) or less than 30 kg / m² (group NO),inclusion,obesity,['NCT03008525'],1
Subject with an infection or inflammatory syndrome (CRP\> 10 mg / L and / or white blood cells\> 12000 / mm3),exclusion,obesity,['NCT03008525'],1
"Subject with definite diagnosis of IIH satisfying the modified Dandy criteria (A to E) ) at the time of initial diagnosis, under BMM including ACZ for more than 1 year",inclusion,hypertension,['NCT06945848'],1
Subject with intracranial TVS stenosis on dominant transverse sinus and hypoplastic contralateral one (or bilateral TVS stenosis) diagnosed on MRI,inclusion,hypertension,['NCT06945848'],1
"Subjects abled to understand the information note and abled to sign the consent form,",inclusion,healthy,['NCT05370222'],1
"Subjects may have received 1 cytotoxic chemotherapy regimen in the metastatic disease setting prior to study entry, but must have recovered from chemotherapy acute toxicity excluding alopecia and Grade 2 peripheral neuropathy.",inclusion,breast cancer,['NCT05696626'],1
Subjects must be able to attend all scheduled visits and to comply with all trial procedures,inclusion,hypertension,['NCT06945848'],1
Subjects must be covered by public health insurance,inclusion,hypertension,['NCT06945848'],1
Subjects must have completed a qualifying last visit in a prior seralutinib PAH study on investigational product (IP) and in accordance with the protocol.,inclusion,hypertension,['NCT06274801'],1
Subjects subjected to a social security plan.,inclusion,healthy,['NCT05370222'],1
"Subjects suffering from (according to DSM IV criteria) : Bipolar disorder, Unipolar depression, Schizophrenia, Autism spectrum disorder",inclusion,depression,['NCT05480826'],1
"Subjects undergoing energy restriction or physical activity weight loss program at the time of inclusion or within the past 6 months,",inclusion,healthy,['NCT05370222'],1
Subjects with a known hypersensitivity to fulvestrant or to any of the excipients,exclusion,breast cancer,['NCT05696626'],1
"Subjects with high levels of physical activity (\> 5 h of exercise per week),",inclusion,healthy,['NCT05370222'],1
"Subjects with stable body weight (variation \< 3% of body weight) until at least 6 months,",inclusion,healthy,['NCT05370222'],1
Substance abuse,exclusion,stroke,['NCT04759326'],1
"Surgery within the last 3 months,",inclusion,healthy,['NCT05370222'],1
"Systolic blood pressure \> 180 mmHg, or DBP \> 110 mmHg at screening.",exclusion,hypertension,['NCT06268873'],1
Taking a probiotic supplement during the last month prior to inclusion,exclusion,healthy,['NCT06746220'],1
"Taking medication that may interfere with study results,",inclusion,healthy,['NCT05370222'],1
tDCS contraindication,exclusion,depression,['NCT05894980'],1
Temperature ≥ 38.0°C or symptoms of acute self-limiting illness such as upper respiratory tract infection or gastroenteritis within three days prior to vaccine dose.,exclusion,healthy,['NCT06821126'],1
The parents (or legal representative) must have signed the consent form;,inclusion,obesity,['NCT05032326'],1
The patient agrees to the submission of tumor (diagnostic pre-treatment core biopsy and post-treatment re-biopsy) and blood samples for central pathology review (CPR) and for translational studies as part of this protocol.,inclusion,breast cancer,['NCT05896566'],1
The patient has already been included in the study,exclusion,depression,['NCT03810482'],1
The patient has already been included in the study,exclusion,hypertension,['NCT03810482'],1
"The patient has been informed of and agrees to data transfer and handling, in accordance with national data protection guidelines.",inclusion,breast cancer,['NCT05896566'],1
The presence of other significant dermatological conditions that could interfere with the evaluation of the study treatment's safety and efficacy.,exclusion,healthy,['NCT07090889'],1
Transaminases \> 5 ULN,exclusion,hypertension,['NCT06687265'],1
treated by ECT or rTMS or tDCS for the current eposide,exclusion,depression,['NCT05894980'],1
"Treated cohort: the child participated in the OTBB3 study and is aged 16±4 months at inclusion,",inclusion,obesity,['NCT05032326'],1
"treated with chemotherapy for lung , breast, colon or prostate cancer",inclusion,depression,['NCT06035731'],1
"Treated with insulin, GLP-1 analogs, acarbose, corticoids, beta-blockers.",exclusion,obesity,['NCT05783466'],1
"Treated with lipid lowering drugs (fibrates, statins, anti-PCSK9, ezetimibe, cholestyramine) within the last 6 weeks before study entry",exclusion,obesity,['NCT05783466'],1
Treatment by biotherapy within the 12 months after inclusion,exclusion,obesity,['NCT05364957'],1
Treatment with any investigational agents within 30 days prior to expected start of trial treatment.,exclusion,breast cancer,['NCT05896566'],1
"Treatment with carvedilol (≥ 6,25 mg/day) at a stable dose for at least one month",inclusion,hypertension,['NCT06687265'],1
Treatment with GLP1 (glucagon-like peptide) analogue or insulin,inclusion,obesity,['NCT01501201'],1
"Treatment with nucleoside/nucleotide analogue for HBV, or direct-acting antiviral treatment for HCV, started for less than 6 months",exclusion,hypertension,['NCT06687265'],1
"Treatment with orlistat Xénical® or GLP1 analogues or regular consumption of narcotics (heroin, cocaine and amphetamines). Analgesic treatments, including level 3, are authorized during the study.",exclusion,obesity,['NCT05364957'],1
Treatment with statins started or discontinued for less than 3 months,exclusion,hypertension,['NCT06687265'],1
Treatment with strong CYP3A4 inhibitors or inducers within 14 days or 5 drug elimination half-lives (whichever is longer) prior to initiation of study treatment.,exclusion,breast cancer,['NCT05896566'],1
Tumor types :,inclusion,breast cancer,['NCT03017573'],1
"Two or more diuretic agents (loop diuretic, thiazides and thiazide-like diuretics)",exclusion,hypertension,['NCT05732727'],1
Type 2 diabetes mellitus with HbA1c \> 7.5 %,inclusion,obesity,['NCT01501201'],1
"Unable to be followed for medical, social, family, geographic or psychological reasons for the duration of the study,",exclusion,depression,['NCT06035731'],1
Uncontrolled high blood pressure.,exclusion,depression,['NCT06351501'],1
Uncontrolled office BP (\>140 and/or 90 mmHg) confirmed by home blood pressure monitoring (\>135/85 mmHg),inclusion,hypertension,['NCT05732727'],1
Uncorrected sensory deficits,exclusion,stroke,['NCT06930131'],1
Under antidepressant treatment,inclusion,depression,['NCT05894980'],1
under mood stabilizer and/or antiepileptic,exclusion,depression,['NCT05894980'],1
Unstabilised psychiatric illness,exclusion,stroke,['NCT06930131'],1
"Untreated cohort: the child has never received OT, is aged 30±6 months at inclusion (in order to maximise the number of children in the untreated cohort) and is followed in France.",inclusion,obesity,['NCT05032326'],1
"Unwilling or unable to comply with all scheduled visits, treatment plan, laboratory tests and other study procedures and the restrictions described in the protocol.",exclusion,healthy,['NCT07090889'],1
Unwilling or unable to comply with the protocol.,exclusion,breast cancer,['NCT05696626'],1
Urine albumin creatinine ratio \> 200 mg/g (22.6 mg/mmol) and \< 5000 mg/g (565 mg/mmol) at screening,inclusion,hypertension,['NCT06268873'],1
Use of dietary supplements,exclusion,obesity,['NCT05783466'],1
Usual french language,inclusion,stroke,['NCT06930131'],1
Vaccination with a COVID-19 vaccine other than mRNA vaccine.,exclusion,healthy,['NCT06821126'],1
Validation of the surgical intervention in a multidisciplinary consultation meeting,inclusion,obesity,['NCT04994665'],1
Virologically documented (PCR or antigenic test) history of COVID-19 in the past 3 months.,exclusion,healthy,['NCT06821126'],1
Visceral crisis in need of cytotoxic chemotherapy as assessed by the investigator.,exclusion,breast cancer,['NCT05696626'],1
"Voluntary weight loss in the last 6 months,",inclusion,healthy,['NCT05370222'],1
Volunteer patients will be recruited as part of their follow-up at the CHU. Their pathology will be in agreement with that of the research protocol to be optimized.,inclusion,healthy,['NCT05036629'],1
Vulnerable persons according to article L1121-6 of the CSP,exclusion,depression,['NCT03810482'],1
Vulnerable persons according to article L1121-6 of the CSP,exclusion,hypertension,['NCT03810482'],1
"wearer of pacemaker or cardiac defribrillator or vascular clip or prosthesis cardiac or insulin pump or implanted device to deliver medication or hearing implant or prosthesis or vascular shunt or paragraph or screws, plate metal or tattoo or piercing or implanted metal object or lead shot hunt",exclusion,healthy,['NCT05036629'],1
Who have already undergone a psycho-education or therapeutic patient education programme regarding depression.,exclusion,depression,['NCT06014125'],1
"Whose indication for hormonal transition has been validated in a multidisciplinary consultation meeting after at least one consultation with the pediatric endocrinologist with clinical examination, blood pressure measurement, and information on hormonal treatments in the context of gender dysphoria.",inclusion,depression,['NCT06351501'],1
